project_number,project_type,project_description,last_reviewed,project_location_clean,Coordinates_lat_lon
OG 19-132,Residence,Replace two second story windows on front elevation,2019-09-05T12:00:00Z,1638 32nd street nw,"(38.91146465, -77.06411196308164)"
OG 19-118,Georgetown,New bicycle rack canopy,2019-09-05T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 19-085,House,Rooftop canopy addition,2019-09-05T12:00:00Z,2900 k street nw,"(38.9014816, -77.0588124)"
OG 19-079,Commercial,Replace five windows in second floor apartment,2019-09-05T12:00:00Z,1618 wisconsin avenue nw,"(38.911320399999994, -77.06560876269899)"
OG 19-053,Dumbarton,Site work,2019-09-05T12:00:00Z,3133 dumbarton street nw,"(38.90790115, -77.06251251669278)"
OG 19-244,Commercial,"Painted wall sign reading ""Charcoal Town"" - existing alterations without review",2019-09-05T12:00:00Z,1027 31st street nw,"(38.9033932, -77.06097146532852)"
OG 19-245,Residence,Install bluestone pavers - existing alterations without review,2019-09-05T12:00:00Z,1261-63 35th street nw,"(38.90662015, -77.06878607206491)"
OG 19-127,Commercial,Storefront alterations,2019-09-05T12:00:00Z,1436 wisconsin avenue nw,"(38.90857285, -77.06414832754166)"
OG 19-203,Commercial,Alterations to rear patio and new awning - existing alterations without review,2019-09-05T12:00:00Z,2934 m street nw,"(38.90514617805465, -77.0585194578652)"
OG 19-256,Commercial,Window replacement,2019-09-05T12:00:00Z,2934 m street nw,"(38.90514617805465, -77.0585194578652)"
OG 19-227,Residence,"Window replacement, modifications to rear fenestration, garage door replacement",2019-09-05T12:00:00Z,1431 33rd street nw,"(38.90868465, -77.06581698904338)"
OG 19-265,Residence,Revisions to previously permitted work,2019-09-05T12:00:00Z,3323 p street nw,"(38.9090217, -77.06689029170312)"
OG 19-248,Residence,Rooftop solar panels,2019-09-05T12:00:00Z,3316 reservoir road nw,"(38.91260265, -77.0666826628818)"
OG 19-271,Residential,Replacement windows - existing alterations without review,2019-09-05T12:00:00Z,2722 olive street nw,"(38.9059745, -77.05654074301306)"
OG 19-239,Commercial,Installation of rooftop deck,2019-09-05T12:00:00Z,1206 wisconsin avenue nw,"(38.9055067, -77.0631764)"
OG 19-267,Residence,"Rear addition, alterations, and replacement windows",2019-09-05T12:00:00Z,3114 dumbarton street nw,"(38.9074698, -77.0618024819943)"
OG 19-270,Commercial,Rear addition,2019-09-05T12:00:00Z,1209 potomac street nw,"(38.9054854, -77.0650412)"
OG 19-260,Residence,Rear addition,2019-09-05T12:00:00Z,1614 34th street nw,"(38.91114695, -77.06807234628162)"
OG 19-220,Multi-family,"Rear addition, underpinning, window replacements",2019-09-05T12:00:00Z,1029 31st street nw,"(38.90344345, -77.06095608472674)"
OG 19-186,Commercial,"New six-story, mixed-use building",2019-09-05T12:00:00Z,3220 prospect street nw,"(38.9057263, -77.063868)"
OG 19-155,Tudor,Addition to garage,2019-09-05T12:00:00Z,1644 31st street nw,"(38.911466649999994, -77.06304299995557)"
OG 19-212,Residence,Window replacements,2019-07-18T12:00:00Z,3040 dent place nw,"(38.911759599999996, -77.06066899366756)"
OG 19-211,Residence,New garage,2019-07-18T12:00:00Z,2445 p street nw,"(38.909745900000004, -77.05306800568721)"
